comunadondeseimpartelacarreraopr,nombreregion,duraciónensemestres,puntaje,pnem,prank,ingreso2,valordearancel,ingreso,area,year
Santiago,Región Metropolitana,4,549,,,6,1.874.440,8,Art/Humanities,2008
Providencia,Región Metropolitana,8,545,565,565,22,2.903.040,48,Art/Humanities,2018
Ñuñoa,Región Metropolitana,8,686,,,63,1.590.000,259,Art/Humanities,2008
Viña del Mar,Región de Valparaíso,4,580,,,21,2.520.000,41,Art/Humanities,2006
Providencia,Región Metropolitana,8,505,,,7,2.350.000,49,Art/Humanities,2013
Santiago,Región Metropolitana,11,573,,,90,3.260.000,568,Art/Humanities,2009
Chillán,Región de Ñuble,10,563,565,579,45,2.396.200,171,Art/Humanities,2015
La Serena,Región de Coquimbo,8,508,,,25,1.430.000,106,Art/Humanities,2008
Valparaíso,Región de Valparaíso,8,559,,,27,1.310.500,131,Art/Humanities,2006
Valparaíso,Región de Valparaíso,10,580,586,604,74,3.049.000,324,Art/Humanities,2016
Concepción,Región del Bío-Bío,11,569,,,32,3.692.000,177,Art/Humanities,2011
Santiago,Región Metropolitana,8,595,,,10,2.315.000,89,Art/Humanities,2010
Santiago,Región Metropolitana,10,638,625,663,18,2.271.000,60,Art/Humanities,2016
Las Condes,Región Metropolitana,12,554,534,553,93,4.603.645,442,Art/Humanities,2017
Vitacura,Región Metropolitana,8,500,527,500,2,2.700.000,25,Art/Humanities,2013
Santiago,Región Metropolitana,9,643,,,19,2.093.700,89,Art/Humanities,2012
Valparaíso,Región de Valparaíso,10,531,,,24,1.310.500,91,Art/Humanities,2006
Santiago,Región Metropolitana,8,494,,,87,3.047.500,221,Art/Humanities,2012
La Serena,Región de Coquimbo,10,589,599,636,76,2.724.000,403,Art/Humanities,2016
Valparaíso,Región de Valparaíso,10,582,549,557,38,1.968.000,187,Art/Humanities,2013
Macul,Región Metropolitana,6,643,621,640,23,4.136.000,143,Art/Humanities,2019
Talca,Región del Maule,10,617,,,33,2.076.000,94,Art/Humanities,2009
Concepción,Región del Bío-Bío,8,573,570,582,53,2.706.000,202,Art/Humanities,2018
Concepción,Región del Bío-Bío,8,467,,,4,900.000,34,Art/Humanities,2010
Providencia,Región Metropolitana,8,577,,,14,3.022.000,110,Art/Humanities,2008
Santiago,Región Metropolitana,8,569,,,15,3.006.545,118,Art/Humanities,2011
Santiago,Región Metropolitana,4,510,,,10,3.002.700,18,Art/Humanities,2012
Santiago,Región Metropolitana,4,556,506,512,102,2.630.000,178,Art/Humanities,2013
Las Condes,Región Metropolitana,9,565,,,25,2.490.000,207,Art/Humanities,2007
Las Condes,Región Metropolitana,9,479,478,,9,4.100.000,107,Art/Humanities,2016
Las Condes,Región Metropolitana,9,556,,,50,2.750.000,279,Art/Humanities,2007
Las Condes,Región Metropolitana,9,568,,,42,2.750.000,254,Art/Humanities,2007
Santiago,Región Metropolitana,8,538,,,42,3.450.000,116,Art/Humanities,2011
Providencia,Región Metropolitana,8,490,550,,3,2.573.550,40,Art/Humanities,2015
Las Condes,Región Metropolitana,10,611,,,4,2.840.020,32,Art/Humanities,2006
La Serena,Región de Coquimbo,10,551,,,52,1.610.000,203,Art/Humanities,2007
Concepción,Región del Bío-Bío,,603,,,15,2.032.000,92,Art/Humanities,2011
Providencia,Región Metropolitana,8,563,544,552,56,3.926.000,242,Art/Humanities,2017
Providencia,Región Metropolitana,8,422,,,2,1.220.000,96,Art/Humanities,2011
Providencia,Región Metropolitana,8,466,,,31,1.155.000,78,Art/Humanities,2007
Viña del Mar,Región de Valparaíso,9,473,,,21,3.002.111,61,Art/Humanities,2017
Ñuñoa,Región Metropolitana,10,680,672,719,61,3.829.500,315,Art/Humanities,2015
Concepción,Región del Bío-Bío,9,573,,,54,2.035.000,259,Art/Humanities,2009
Providencia,Región Metropolitana,5,448,,,7,900.000,65,Art/Humanities,2011
Macul,Región Metropolitana,6,646,611,631,25,3.264.000,109,Art/Humanities,2013
Providencia,Región Metropolitana,5,443,,,14,990.000,77,Art/Humanities,2010
Santiago,Región Metropolitana,10,531,545,517,109,3.024.100,412,Art/Humanities,2018
Valparaíso,Región de Valparaíso,10,539,,,27,2.380.000,179,Art/Humanities,2010
Providencia,Región Metropolitana,12,512,,,19,2.060.000,79,Art/Humanities,2011
Las Condes,Región Metropolitana,8,572,,,39,2.623.000,115,Art/Humanities,2011
Providencia,Región Metropolitana,10,548,551,569,45,4.256.000,220,Art/Humanities,2017
Valdivia,Región de los Ríos,10,552,534,555,40,2.700.000,161,Art/Humanities,2015
Las Condes,Región Metropolitana,8,529,511,521,24,3.536.086,69,Art/Humanities,2016
Santiago,Región Metropolitana,9,610,100,100,1,2.480.800,28,Art/Humanities,2015
La Serena,Región de Coquimbo,10,577,579,606,78,2.485.000,432,Art/Humanities,2013
Santiago,Región Metropolitana,9,514,,,11,1.690.000,109,Art/Humanities,2007
Concepción,Región del Bío-Bío,4,587,547,553,43,1.861.000,68,Art/Humanities,2015
Valparaíso,Región de Valparaíso,9,617,,,52,2.025.000,250,Art/Humanities,2009
Valparaíso,Región de Valparaíso,8,522,495,503,14,2.211.200,82,Art/Humanities,2015
Antofagasta,Región de Antofagasta,8,510,,,7,2.000.000,86,Art/Humanities,2012
Antofagasta,Región de Antofagasta,8,519,,,12,1.860.000,88,Art/Humanities,2010
Santiago,Región Metropolitana,8,584,,,22,1.650.000,50,Art/Humanities,2006
Santiago,Región Metropolitana,10,677,,,41,1.574.850,213,Art/Humanities,2009
Providencia,Región Metropolitana,9,681,696,723,183,4.880.000,820,Art/Humanities,2018
Lo Barnechea,Región Metropolitana,10,594,,,92,3.445.000,434,Art/Humanities,2008
Ñuñoa,Región Metropolitana,10,642,610,623,41,3.168.800,148,Art/Humanities,2019
Valparaíso,Región de Valparaíso,8,530,532,547,12,2.940.000,70,Art/Humanities,2018
Santiago,Región Metropolitana,10,539,523,539,82,3.187.500,409,Art/Humanities,2019
Santiago,Región Metropolitana,11,604,,,98,3.268.616,459,Art/Humanities,2009
Providencia,Región Metropolitana,9,528,496,,6,1.779.400,60,Art/Humanities,2015
Ñuñoa,Región Metropolitana,10,663,655,693,79,3.375.500,438,Art/Humanities,2019
Las Condes,Región Metropolitana,8,624,590,591,8,3.719.403,61,Art/Humanities,2019
Ñuñoa,Región Metropolitana,8,702,,,62,1.362.000,240,Art/Humanities,2006
Santiago,Región Metropolitana,10,650,,,57,1.758.000,285,Art/Humanities,2007
Santiago,Región Metropolitana,8,556,,,38,2.389.877,121,Art/Humanities,2009
Las Condes,Región Metropolitana,10,759,,,3,3.780.052,38,Art/Humanities,2012
Peñalolén,Región Metropolitana,8,463,,,7,1.973.000,32,Art/Humanities,2007
Santiago,Región Metropolitana,10,658,,,22,1.878.000,78,Art/Humanities,2010
Antofagasta,Región de Antofagasta,12,564,,,83,2.676.000,386,Art/Humanities,2011
Providencia,Región Metropolitana,8,452,,,8,1.180.000,55,Art/Humanities,2009
Santiago,Región Metropolitana,12,559,,,83,2.389.846,375,Art/Humanities,2012
Macul,Región Metropolitana,10,660,658,700,47,3.418.000,385,Art/Humanities,2018
Providencia,Región Metropolitana,10,562,561,579,25,2.845.000,97,Art/Humanities,2019
Providencia,Región Metropolitana,8,551,551,574,42,3.450.000,122,Art/Humanities,2019
Santiago,Región Metropolitana,9,481,,,11,1.607.000,96,Art/Humanities,2006
Iquique,Región de Tarapacá,10,543,551,565,32,1.765.378,33,Art/Humanities,2017
San Joaquín,Región Metropolitana,10,627,610,630,41,3.570.000,43,Art/Humanities,2018
Valparaíso,Región de Valparaíso,8,644,,,35,1.623.600,100,Art/Humanities,2009
Las Condes,Región Metropolitana,8,556,478,482,18,3.699.460,83,Art/Humanities,2017
Santiago,Región Metropolitana,10,641,610,638,22,3.003.600,87,Art/Humanities,2018
Valparaíso,Región de Valparaíso,11,665,666,702,79,3.490.000,333,Art/Humanities,2014
Ñuñoa,Región Metropolitana,8,646,587,602,79,2.222.600,223,Art/Humanities,2013
Concepción,Región del Bío-Bío,12,615,,,76,1.825.000,217,Art/Humanities,2006
Santiago,Región Metropolitana,10,713,703,801,41,3.279.000,214,Art/Humanities,2017
Copiapó,Región de Atacama,10,541,,,16,1.450.000,92,Art/Humanities,2008
Temuco,Región de La Araucanía,5,509,,,4,733.000,43,Art/Humanities,2006
Santiago,Región Metropolitana,9,551,,,35,2.147.000,155,Art/Humanities,2010
Las Condes,Región Metropolitana,8,605,581,589,10,4.302.602,20,Art/Humanities,2015
Chillán,Región de Ñuble,10,549,548,560,52,2.574.000,201,Art/Humanities,2017
La Serena,Región de Coquimbo,8,515,,,17,1.650.000,105,Art/Humanities,2011
Santiago,Región Metropolitana,10,561,,,53,2.773.000,357,Art/Humanities,2008
Macul,Región Metropolitana,8,713,691,727,62,3.418.000,304,Art/Humanities,2018
Temuco,Región de La Araucanía,8,572,567,615,13,2.008.000,94,Art/Humanities,2014
Providencia,Región Metropolitana,10,551,535,549,58,4.053.000,203,Art/Humanities,2016
Valparaíso,Región de Valparaíso,12,594,,,89,2.715.000,391,Art/Humanities,2011
Las Condes,Región Metropolitana,8,566,524,542,10,3.762.335,15,Art/Humanities,2013
La Serena,Región de Coquimbo,8,602,,,20,1.565.000,48,Art/Humanities,2006
Santiago,Región Metropolitana,10,539,,,51,2.276.044,272,Art/Humanities,2011
Providencia,Región Metropolitana,9,555,,,5,1.681.000,56,Art/Humanities,2014
Valdivia,Región de los Ríos,10,551,536,552,43,3.146.000,203,Art/Humanities,2019
Providencia,Región Metropolitana,8,439,485,,5,2.773.050,49,Art/Humanities,2015
Valparaíso,Región de Valparaíso,9,588,,,46,1.750.000,77,Art/Humanities,2006
Viña del Mar,Región de Valparaíso,8,516,,,4,2.442.830,19,Art/Humanities,2012
Santiago,Región Metropolitana,12,647,,,61,2.628.100,387,Art/Humanities,2010
Lo Barnechea,Región Metropolitana,11,623,,,123,3.919.000,514,Art/Humanities,2010
Valparaíso,Región de Valparaíso,8,642,,,30,1.380.000,104,Art/Humanities,2007
Santiago,Región Metropolitana,8,556,,,32,2.070.000,71,Art/Humanities,2007
Antofagasta,Región de Antofagasta,5,464,,,5,970.000,52,Art/Humanities,2009
Santiago,Región Metropolitana,11,628,586,598,112,4.168.000,555,Art/Humanities,2015
Santiago,Región Metropolitana,8,597,572,587,42,3.350.000,172,Art/Humanities,2017
Temuco,Región de La Araucanía,8,552,524,549,17,2.246.000,94,Art/Humanities,2016
Valparaíso,Región de Valparaíso,11,663,,,63,2.843.000,359,Art/Humanities,2009
Las Condes,Región Metropolitana,5,502,,,11,2.170.000,80,Art/Humanities,2013
Iquique,Región de Tarapacá,10,561,,,32,1.970.000,153,Art/Humanities,2009
Providencia,Región Metropolitana,8,586,,,7,2.900.000,31,Art/Humanities,2009
Santiago,Región Metropolitana,4,561,,,83,2.458.000,156,Art/Humanities,2012
Santiago,Región Metropolitana,9,648,,,23,1.500.800,92,Art/Humanities,2007
Ñuñoa,Región Metropolitana,8,675,,,51,1.362.000,164,Art/Humanities,2006
Copiapó,Región de Atacama,10,522,,,12,1.922.000,63,Art/Humanities,2011
Concepción,Región del Bío-Bío,12,494,,,15,2.448.000,106,Art/Humanities,2010
Santiago,Región Metropolitana,10,535,516,530,97,2.831.258,351,Art/Humanities,2016
Talca,Región del Maule,12,607,,,76,2.423.500,487,Art/Humanities,2008
Valparaíso,Región de Valparaíso,11,663,670,706,74,3.911.000,359,Art/Humanities,2016
Santiago,Región Metropolitana,8,507,,,34,1.770.000,88,Art/Humanities,2007
Santiago,Región Metropolitana,9,549,,,7,1.950.000,91,Art/Humanities,2009
Temuco,Región de La Araucanía,10,540,531,543,32,2.248.000,147,Art/Humanities,2013
Ñuñoa,Región Metropolitana,10,649,,,84,1.994.000,510,Art/Humanities,2011
Providencia,Región Metropolitana,9,499,,,7,2.360.000,113,Art/Humanities,2009
Valparaíso,Región de Valparaíso,8,587,,,20,1.513.000,103,Art/Humanities,2008
Temuco,Región de La Araucanía,11,567,563,581,47,3.146.932,218,Art/Humanities,2015
Ñuñoa,Región Metropolitana,8,661,621,647,79,2.222.600,261,Art/Humanities,2013
Valparaíso,Región de Valparaíso,10,628,635,670,64,3.304.000,310,Art/Humanities,2014
Curicó,Región del Maule,5,512,,,3,960.000,48,Art/Humanities,2010
Temuco,Región de La Araucanía,10,556,542,562,17,3.377.000,56,Art/Humanities,2019
Santiago,Región Metropolitana,10,661,,,12,1.226.000,111,Art/Humanities,2007
Valparaíso,Región de Valparaíso,8,545,,,29,1.623.600,99,Art/Humanities,2009
Las Condes,Región Metropolitana,8,557,535,549,53,4.850.000,175,Art/Humanities,2019
Santiago,Región Metropolitana,12,672,,,202,2.298.500,1011,Art/Humanities,2008
Valparaíso,Región de Valparaíso,10,641,660,687,29,3.570.000,139,Art/Humanities,2018
Concepción,Región del Bío-Bío,9,543,526,,52,2.355.000,242,Art/Humanities,2013
Lo Barnechea,Región Metropolitana,2,548,517,520,40,5.601.215,41,Art/Humanities,2016
Santiago,Región Metropolitana,10,680,,,36,2.262.050,205,Art/Humanities,2009
Arica,Región de Arica y Parinacota,8,576,,,24,1.900.000,259,Art/Humanities,2011
Providencia,Región Metropolitana,8,482,,,59,1.346.018,182,Art/Humanities,2006
Las Condes,Región Metropolitana,8,659,,,13,3.646.936,70,Art/Humanities,2009
Puerto Montt,Región de Los Lagos,12,566,552,552,21,3.676.200,166,Art/Humanities,2019
Concepción,Región del Bío-Bío,12,652,670,714,77,2.997.000,380,Art/Humanities,2018
Valparaíso,Región de Valparaíso,12,601,,,82,2.620.000,378,Art/Humanities,2010
Santiago,Región Metropolitana,12,672,,,205,2.806.000,1020,Art/Humanities,2011
Concepción,Región del Bío-Bío,12,623,,,78,2.257.900,359,Art/Humanities,2010
Arica,Región de Arica y Parinacota,8,572,,,13,1.971.000,90,Art/Humanities,2012
Concepción,Región del Bío-Bío,12,622,641,675,85,2.765.000,397,Art/Humanities,2016
Chillán,Región de Ñuble,10,545,,,35,2.090.000,212,Art/Humanities,2011
La Serena,Región de Coquimbo,8,604,,,19,1.274.000,86,Art/Humanities,2008
Concepción,Región del Bío-Bío,8,590,,,45,1.794.000,45,Art/Humanities,2009
Concepción,Región del Bío-Bío,8,527,,,3,1.623.000,21,Art/Humanities,2009
Concepción,Región del Bío-Bío,8,560,555,570,49,2.548.000,115,Art/Humanities,2016
Valparaíso,Región de Valparaíso,10,576,,,44,1.684.000,196,Art/Humanities,2010
Santiago,Región Metropolitana,9,658,,,23,1.878.000,87,Art/Humanities,2010
Las Condes,Región Metropolitana,8,548,,,7,2.943.381,52,Art/Humanities,2012
Santiago,Región Metropolitana,11,544,517,527,88,4.423.922,427,Art/Humanities,2016
Valparaíso,Región de Valparaíso,10,583,538,549,46,2.195.000,185,Art/Humanities,2015
Las Condes,Región Metropolitana,8,542,,,46,2.101.600,149,Art/Humanities,2006
Valparaíso,Región de Valparaíso,8,606,,,36,2.463.000,107,Art/Humanities,2010
Viña del Mar,Región de Valparaíso,9,482,,,20,2.589.796,48,Art/Humanities,2015
Concepción,Región del Bío-Bío,8,589,,,47,1.632.000,94,Art/Humanities,2008
Temuco,Región de La Araucanía,10,548,,,52,1.689.200,153,Art/Humanities,2008
Providencia,Región Metropolitana,10,550,528,528,11,2.541.000,53,Art/Humanities,2018
Providencia,Región Metropolitana,8,685,,,41,2.205.000,175,Art/Humanities,2006
Providencia,Región Metropolitana,12,726,,,100,2.780.000,666,Art/Humanities,2006
Macul,Región Metropolitana,6,651,640,667,26,3.325.000,129,Art/Humanities,2014
Valparaíso,Región de Valparaíso,10,585,,,44,1.243.000,191,Art/Humanities,2006
Las Condes,Región Metropolitana,9,540,,,17,2.926.000,100,Art/Humanities,2012
Valparaíso,Región de Valparaíso,8,538,,,23,1.697.000,108,Art/Humanities,2010
Concepción,Región del Bío-Bío,10,581,,,62,1.608.000,62,Art/Humanities,2006
Santiago,Región Metropolitana,10,683,,,45,2.042.900,218,Art/Humanities,2008
Santiago,Región Metropolitana,10,677,,,44,1.418.150,217,Art/Humanities,2008
La Serena,Región de Coquimbo,8,566,563,577,22,1.796.000,90,Art/Humanities,2014
Viña del Mar,Región de Valparaíso,12,525,,,31,2.812.160,247,Art/Humanities,2013
Santiago,Región Metropolitana,11,536,549,524,76,4.590.000,436,Art/Humanities,2018
Santiago,Región Metropolitana,10,645,645,679,139,3.698.700,687,Art/Humanities,2017
Valparaíso,Región de Valparaíso,11,665,,,73,2.209.000,338,Art/Humanities,2006
Valparaíso,Región de Valparaíso,,633,,,47,2.209.000,61,Art/Humanities,2006
Valparaíso,Región de Valparaíso,10,650,,,62,1.243.000,320,Art/Humanities,2006
Valparaíso,Región de Valparaíso,9,567,,,6,1.157.000,113,Art/Humanities,2006
Valparaíso,Región de Valparaíso,9,612,,,59,1.498.000,211,Art/Humanities,2006
Valparaíso,Región de Valparaíso,8,513,498,500,20,1.958.600,111,Art/Humanities,2013
Valparaíso,Región de Valparaíso,9,569,,,6,1.551.000,73,Art/Humanities,2009
Ñuñoa,Región Metropolitana,10,629,592,617,32,2.547.000,115,Art/Humanities,2016
Las Condes,Región Metropolitana,9,578,,,28,2.350.000,214,Art/Humanities,2006
Santiago,Región Metropolitana,10,563,531,540,17,3.333.000,87,Art/Humanities,2015
Concepción,Región del Bío-Bío,,630,,,41,1.801.000,81,Art/Humanities,2008
Santiago,Región Metropolitana,12,664,665,733,61,3.681.000,409,Art/Humanities,2017
Arica,Región de Arica y Parinacota,8,537,,,43,1.460.000,112,Art/Humanities,2007
Concepción,Región del Bío-Bío,10,579,594,604,25,4.022.465,143,Art/Humanities,2019
La Serena,Región de Coquimbo,8,566,,,20,1.996.000,72,Art/Humanities,2011
Providencia,Región Metropolitana,8,570,565,578,70,4.180.000,249,Art/Humanities,2019
Arica,Región de Arica y Parinacota,8,509,552,534,18,2.539.000,83,Art/Humanities,2018
Macul,Región Metropolitana,8,665,,,33,2.240.000,155,Art/Humanities,2008
Santiago,Región Metropolitana,12,654,,,61,2.046.250,415,Art/Humanities,2006
Providencia,Región Metropolitana,8,655,,,74,2.540.000,367,Art/Humanities,2008
Talcahuano,Región del Bío-Bío,6,508,,,11,1.550.000,42,Art/Humanities,2012
Temuco,Región de La Araucanía,11,568,,,30,2.688.776,178,Art/Humanities,2012
Lo Barnechea,Región Metropolitana,9,619,606,620,33,5.678.651,107,Art/Humanities,2016
Ñuñoa,Región Metropolitana,8,657,,,46,1.590.000,172,Art/Humanities,2008
Santiago,Región Metropolitana,10,676,,,42,1.276.800,211,Art/Humanities,2006
Santiago,Región Metropolitana,10,646,,,56,1.914.500,282,Art/Humanities,2008
Santiago,Región Metropolitana,8,570,483,490,15,3.112.000,50,Art/Humanities,2016
Providencia,Región Metropolitana,8,460,652,,3,2.384.500,58,Art/Humanities,2015
Santiago,Región Metropolitana,10,664,,,23,1.634.000,97,Art/Humanities,2008
Valparaíso,Región de Valparaíso,8,529,,,23,1.500.000,154,Art/Humanities,2006
Santiago,Región Metropolitana,9,641,628,656,29,2.330.200,89,Art/Humanities,2014
Arica,Región de Arica y Parinacota,8,572,562,579,25,2.305.000,121,Art/Humanities,2015
Santiago,Región Metropolitana,12,674,692,737,278,4.174.900,1318,Art/Humanities,2019
Santiago,Región Metropolitana,9,585,579,596,40,4.674.620,178,Art/Humanities,2019
Santiago,Región Metropolitana,10,593,560,571,145,3.928.000,751,Art/Humanities,2014
Puerto Montt,Región de Los Lagos,12,580,,,18,2.389.000,80,Art/Humanities,2009
Arica,Región de Arica y Parinacota,8,565,576,588,18,2.070.000,144,Art/Humanities,2013
Temuco,Región de La Araucanía,10,508,497,497,9,2.960.000,50,Art/Humanities,2016
Puerto Montt,Región de Los Lagos,5,433,,,10,830.000,74,Art/Humanities,2009
Valparaíso,Región de Valparaíso,12,601,,,76,2.260.000,389,Art/Humanities,2008
Santiago,Región Metropolitana,11,553,503,508,57,4.373.000,442,Art/Humanities,2016
Antofagasta,Región de Antofagasta,5,436,,,6,930.000,40,Art/Humanities,2009
Santiago,Región Metropolitana,8,603,,,43,2.769.000,178,Art/Humanities,2012
Viña del Mar,Región de Valparaíso,9,532,,,14,2.215.000,72,Art/Humanities,2008
Arica,Región de Arica y Parinacota,8,540,530,542,21,2.477.000,68,Art/Humanities,2017
Providencia,Región Metropolitana,9,418,480,,4,2.703.700,47,Art/Humanities,2015
Concepción,Región del Bío-Bío,8,501,476,478,12,1.726.000,26,Art/Humanities,2016
Providencia,Región Metropolitana,8,706,677,726,42,3.883.000,202,Art/Humanities,2018
Valparaíso,Región de Valparaíso,8,594,,,60,2.190.000,200,Art/Humanities,2006
Valparaíso,Región de Valparaíso,10,549,,,46,1.700.000,154,Art/Humanities,2006
