Código Establecimiento,Nombre Establecimiento,Dependencia Establecimiento,Nombre Región,Nombre Comuna,Área Geográfica,Niños con Desnutrición,Prevalencia Desnutrición niños,Niñas con Desnutrición,Prevalencia Desnutrición niñas,Niños con Bajo Peso,Prevalencia Bajo Peso niños,Niñas con Bajo Peso,Prevalencia Bajo Peso niñas,Niños con Peso Normal,Prevalencia Peso Normal niños,Niñas con Peso Normal,Prevalencia Peso Normal niñas,Niños con Sobrepeso,Prevalencia Sobrepeso niños,Niñas con Sobrepeso,Prevalencia Sobrepeso niñas,Niños con Obesidad,Prevalencia Obesidad niños,Niñas con Obesidad,Prevalencia Obesidad niñas,Niños con Retraso en Talla,Prevalencia Retraso en talla niños,Niñas con Retraso en talla,Prevalencia Retraso en talla niñas,Total Niños,Total Niñas
2050,COLEGIO NUESTRA SENORA DE POMPEYA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,04",10,"0,53",12,"0,43",6,"0,32",6,"0,21",3,"0,16",9,"0,32",1,"0,05",1,"0,04",19,28
2052,COLEGIO PROVIDENCIA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"0,58",7,"0,54",5,"0,26",3,"0,23",3,"0,16",3,"0,23",0,"0,00",0,"0,00",19,13
2055,COLEGIO EL RETIRO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",1,"0,06",1,"0,06",4,"0,25",7,"0,39",7,"0,44",7,"0,39",4,"0,25",3,"0,17",1,"0,06",0,"0,00",16,18
2057,ESCUELA PARTICULAR N. 33 MARIA KONIG,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"0,25",2,"0,33",3,"0,75",3,"0,50",0,"0,00",1,"0,17",0,"0,00",0,"0,00",4,6
14288,COLEGIO NUEVA PROVIDENCIA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"0,42",6,"0,40",13,"0,54",6,"0,40",1,"0,04",3,"0,20",0,"0,00",0,"0,00",24,15
14348,COLEGIO ESPIRITU SANTO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"0,59",23,"0,68",6,"0,22",11,"0,32",5,"0,19",0,"0,00",0,"0,00",1,"0,03",27,34
14373,COLEGIO JOSE LUIS NORRIS,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,06",2,"0,22",4,"0,22",3,"0,33",8,"0,44",4,"0,44",5,"0,28",0,"0,00",0,"0,00",9,18
14568,COLEGIO CRISTO REY SALVADOR,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,24",5,"0,38",11,"0,65",8,"0,62",2,"0,12",0,"0,00",0,"0,00",0,"0,00",17,13
14626,COLEGIO ARAUCARIAS,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",1,"0,07",0,"0,00",5,"0,36",7,"0,58",5,"0,36",2,"0,17",3,"0,21",3,"0,25",0,"0,00",0,"0,00",14,12
14699,COLEGIO FENIX,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,06",10,"0,42",11,"0,61",10,"0,42",3,"0,17",4,"0,17",3,"0,17",0,"0,00",1,"0,06",24,18
14788,COLEGIO PAPA JUAN PABLO II,PARTICULAR SUBVENCIONADO,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"0,44",5,"0,36",6,"0,38",6,"0,43",3,"0,19",3,"0,21",2,"0,13",0,"0,00",16,14
40289,INSTITUTO BICENTENARIO J.MIGUEL CARRERA,MUNICIPAL,Valparaíso,SAN ANTONIO,URBANO,0,"0,00",0,"0,00",1,"0,04",2,"0,05",14,"0,54",10,"0,24",6,"0,23",21,"0,51",5,"0,19",8,"0,20",0,"0,00",0,"0,00",26,41
2090,COLEGIO TERESA DE LOS ANDES-ALGARROBO,PARTICULAR SUBVENCIONADO,Valparaíso,ALGARROBO,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,08",12,"0,75",9,"0,38",2,"0,13",6,"0,25",2,"0,13",7,"0,29",2,"0,13",2,"0,08",16,24
14400,LICEO TÉCNICO CARLOS ALESSANDRI ALTAMIRANO,MUNICIPAL,Valparaíso,ALGARROBO,URBANO,1,"0,02",0,"0,00",2,"0,04",1,"0,02",31,"0,56",12,"0,25",12,"0,22",23,"0,48",9,"0,16",12,"0,25",5,"0,09",1,"0,02",55,48
40370,COLEGIO PUKALAN DE ALGARROBO,PARTICULAR SUBVENCIONADO,Valparaíso,ALGARROBO,URBANO,0,"0,00",0,"0,00",1,"0,06",0,"0,00",10,"0,56",8,"0,53",7,"0,39",6,"0,40",0,"0,00",1,"0,07",0,"0,00",0,"0,00",18,15
2064,LICEO POETA VICENTE HUIDOBRO,MUNICIPAL,Valparaíso,CARTAGENA,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"0,22",33,"0,66",41,"0,76",17,"0,34",1,"0,02",0,"0,00",6,"0,11",0,"0,00",54,50
2066,LICEO EUGENIA SUBERCASEAUX,MUNICIPAL,Valparaíso,CARTAGENA,URBANO,1,"0,07",0,"0,00",0,"0,00",1,"0,06",9,"0,60",7,"0,44",4,"0,27",4,"0,25",1,"0,07",4,"0,25",1,"0,07",2,"0,13",15,16
14523,LIONS SCHOOL,PARTICULAR SUBVENCIONADO,Valparaíso,CARTAGENA,URBANO,0,"0,00",0,"0,00",2,"0,04",1,"0,02",21,"0,47",22,"0,50",12,"0,27",12,"0,27",10,"0,22",9,"0,20",1,"0,02",4,"0,09",45,44
14825,NUEVO COLEGIO PART. DE CARTAGENA,PARTICULAR SUBVENCIONADO,Valparaíso,CARTAGENA,URBANO,0,"0,00",0,"0,00",2,"0,18",0,"0,00",6,"0,55",15,"0,60",2,"0,18",5,"0,20",1,"0,09",5,"0,20",0,"0,00",0,"0,00",11,25
2078,LICEO  CLARA SOLOVERA,MUNICIPAL,Valparaíso,EL QUISCO,URBANO,0,"0,00",0,"0,00",1,"0,05",2,"0,08",10,"0,45",10,"0,42",10,"0,45",8,"0,33",1,"0,05",4,"0,17",0,"0,00",1,"0,04",22,24
14420,COLEGIO EL ALBA,PARTICULAR SUBVENCIONADO,Valparaíso,EL QUISCO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,46",4,"0,44",6,"0,46",4,"0,44",1,"0,08",1,"0,11",0,"0,00",0,"0,00",13,9
2075,COLEGIO EL TABO,MUNICIPAL,Valparaíso,EL TABO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,25",3,"0,30",14,"0,70",7,"0,70",1,"0,05",0,"0,00",3,"0,15",0,"0,00",20,10
2091,COLEGIO PEOPLE HELP PEOPLE,MUNICIPAL,Valparaíso,SANTO DOMINGO,URBANO,0,"0,00",0,"0,00",1,"0,03",3,"0,09",11,"0,38",23,"0,66",11,"0,38",8,"0,23",6,"0,21",1,"0,03",1,"0,03",2,"0,06",29,35
2099,COLEGIO STO. DOMINGO HELEN LEE LASSEN,PARTICULAR SUBVENCIONADO,Valparaíso,SANTO DOMINGO,URBANO,0,"0,00",0,"0,00",2,"0,10",0,"0,00",5,"0,24",12,"0,71",11,"0,52",2,"0,12",3,"0,14",3,"0,18",1,"0,05",0,"0,00",21,17
13205,SANTO DOMINGO COUNTRY SCHOOL,PARTICULAR SUBVENCIONADO,Valparaíso,SANTO DOMINGO,URBANO,0,"0,00",0,"0,00",1,"0,10",1,"0,14",2,"0,20",5,"0,71",5,"0,50",1,"0,14",2,"0,20",0,"0,00",0,"0,00",0,"0,00",10,7
14751,COLEGIO EL ROBLE DE SANTO DOMINGO,PARTICULAR SUBVENCIONADO,Valparaíso,SANTO DOMINGO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"0,31",3,"0,43",8,"0,62",4,"0,57",1,"0,08",0,"0,00",1,"0,08",0,"0,00",13,7
1261,LICEO DOCTOR ROBERTO HUMERES O.,MUNICIPAL,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",2,"0,04",1,"0,03",22,"0,47",17,"0,49",14,"0,30",15,"0,43",9,"0,19",2,"0,06",3,"0,06",1,"0,03",47,35
1262,ESCUELA INDUSTRIAL GUILLERMO RICHARDS CUEVAS,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,3,"0,01",0,"0,00",18,"0,06",1,"0,06",155,"0,55",14,"0,82",80,"0,29",1,"0,06",24,"0,09",1,"0,06",7,"0,03",1,"0,06",280,17
1263,LICEO DE NINAS CORINA URBINA,MUNICIPAL,Valparaíso,SAN FELIPE,URBANO,0,0,2,"0,03",0,0,2,"0,03",0,0,43,"0,57",0,0,20,"0,27",0,0,8,"0,11",0,0,2,"0,03",0,75
1264,LICEO SAN FELIPE,MUNICIPAL,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",1,"0,17",0,"0,00",2,"0,33",7,"0,64",3,"0,50",1,"0,09",0,"0,00",3,"0,27",1,"0,17",0,"0,00",6,11
1289,COLEGIO ASSUNTA PALLOTA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",2,"0,07",1,"0,03",14,"0,52",15,"0,41",6,"0,22",10,"0,27",5,"0,19",11,"0,30",0,"0,00",1,"0,03",27,37
1290,COLEGIO SANTA JUANA DE ARCO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,0,0,"0,00",0,0,1,"0,01",0,0,43,"0,59",0,0,20,"0,27",0,0,9,"0,12",0,0,1,"0,01",0,73
1291,COLEGIO JOSE AGUSTIN GOMEZ,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",2,"0,12",2,"0,10",7,"0,41",10,"0,48",7,"0,41",8,"0,38",1,"0,06",1,"0,05",0,"0,00",0,"0,00",17,21
1294,COLEGIO PARTICULAR PUMANQUE,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",2,"0,07",2,"0,04",13,"0,46",18,"0,40",9,"0,32",12,"0,27",4,"0,14",13,"0,29",2,"0,07",0,"0,00",28,45
1300,ESCUELA AGRICOLA DE SAN FELIPE,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",5,"0,14",1,"0,04",12,"0,32",13,"0,52",12,"0,32",7,"0,28",8,"0,22",4,"0,16",1,"0,03",0,"0,00",37,25
11214,COL.ALONSO DE ERCILLA PRAT,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",2,"0,05",1,"0,02",22,"0,54",38,"0,69",12,"0,29",13,"0,24",5,"0,12",3,"0,05",0,"0,00",2,"0,04",41,55
12309,COLEGIO PIRAMIDE,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",8,"0,40",14,"0,58",7,"0,35",6,"0,25",4,"0,20",4,"0,17",0,"0,00",0,"0,00",20,24
14614,COLEGIO VEDRUNA,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,1,"0,07",0,"0,00",0,"0,00",0,"0,00",8,"0,57",10,"0,71",2,"0,14",4,"0,29",3,"0,21",0,"0,00",0,"0,00",1,"0,07",14,14
14697,LICEO BICENTENARIO CORDILLERA DE SAN FELIPE,MUNICIPAL,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",4,"0,13",1,"0,02",12,"0,39",17,"0,41",11,"0,35",17,"0,41",4,"0,13",6,"0,15",1,"0,03",1,"0,02",31,41
14707,COLEGIO PORTALIANO,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,06",22,"0,61",13,"0,41",10,"0,28",13,"0,41",4,"0,11",4,"0,13",0,"0,00",1,"0,03",36,32
14750,COLEGIO GREENLAND SAN FELIPE,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,1,"0,07",0,"0,00",0,"0,00",0,"0,00",6,"0,43",7,"0,58",7,"0,50",3,"0,25",0,"0,00",2,"0,17",0,"0,00",0,"0,00",14,12
14856,SUNNYLAND SCHOOL,PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",1,"0,08",0,"0,00",1,"0,08",12,"0,60",7,"0,54",8,"0,40",4,"0,31",0,"0,00",0,"0,00",1,"0,05",0,"0,00",20,13
14879,"LICEO PART, MIXTO SAN FELIPE",PARTICULAR SUBVENCIONADO,Valparaíso,SAN FELIPE,URBANO,0,"0,00",1,"0,01",4,"0,02",2,"0,01",78,"0,45",75,"0,52",67,"0,39",47,"0,33",24,"0,14",19,"0,13",4,"0,02",2,"0,01",173,144
1354,LICEO CHAGRES,MUNICIPAL,Valparaíso,CATEMU,URBANO,0,"0,00",0,"0,00",2,"0,02",3,"0,05",44,"0,52",33,"0,57",21,"0,25",17,"0,29",17,"0,20",5,"0,09",2,"0,02",2,"0,03",84,58
1361,COLEGIO PARTICULAR CALIFORNIA,PARTICULAR SUBVENCIONADO,Valparaíso,CATEMU,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"0,79",7,"0,64",3,"0,21",1,"0,09",0,"0,00",3,"0,27",0,"0,00",0,"0,00",14,11
1362,ESCUELA AGRICOLA SALESIANA F. HUIDOBRO,PARTICULAR SUBVENCIONADO,Valparaíso,CATEMU,URBANO,0,"0,00",0,"0,00",1,"0,03",0,"0,00",25,"0,68",9,"0,90",11,"0,30",1,"0,10",0,"0,00",0,"0,00",0,"0,00",3,"0,30",37,10
1335,LICEO POLITECNICO LLAY LLAY,MUNICIPAL,Valparaíso,LLAILLAY,URBANO,1,"0,01",0,"0,00",3,"0,03",9,"0,09",39,"0,41",31,"0,33",29,"0,30",31,"0,33",24,"0,25",24,"0,25",1,"0,01",1,"0,01",96,95
1347,LICEO MENESIANO SAGRADO CORAZON,PARTICULAR SUBVENCIONADO,Valparaíso,LLAILLAY,URBANO,0,"0,00",0,"0,00",2,"0,06",1,"0,02",27,"0,75",38,"0,81",6,"0,17",8,"0,17",1,"0,03",0,"0,00",2,"0,06",0,"0,00",36,47
14565,VERDOYHAM SCHOOL,PARTICULAR SUBVENCIONADO,Valparaíso,LLAILLAY,URBANO,0,"0,00",0,"0,00",3,"0,14",1,"0,08",9,"0,41",5,"0,38",8,"0,36",5,"0,38",2,"0,09",2,"0,15",0,"0,00",2,"0,15",22,13
14202,COLEGIO PANQUEHUE,MUNICIPAL,Valparaíso,PANQUEHUE,URBANO,0,"0,00",0,"0,00",2,"0,10",1,"0,03",10,"0,48",19,"0,56",4,"0,19",10,"0,29",5,"0,24",4,"0,12",0,"0,00",2,"0,06",21,34
1301,LICEO MANUEL MARIN,MUNICIPAL,Valparaíso,PUTAENDO,URBANO,1,"0,04",0,"0,00",0,"0,00",0,"0,00",8,"0,35",15,"0,71",9,"0,39",3,"0,14",5,"0,22",3,"0,14",3,"0,13",1,"0,05",23,21
1302,LICEO   REPUBLICA DE ESTADOS UNIDOS,MUNICIPAL,Valparaíso,PUTAENDO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"0,63",4,"0,44",2,"0,25",1,"0,11",1,"0,13",4,"0,44",0,"0,00",0,"0,00",8,9
14819,COLEGIO CERVANTINO,PARTICULAR SUBVENCIONADO,Valparaíso,PUTAENDO,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"0,55",8,"0,57",4,"0,36",6,"0,43",1,"0,09",0,"0,00",0,"0,00",0,"0,00",11,14
1318,LICEO DARIO SALAS,MUNICIPAL,Valparaíso,SANTA MARÍA,URBANO,1,"0,04",1,"0,03",1,"0,04",1,"0,03",15,"0,56",15,"0,48",6,"0,22",13,"0,42",4,"0,15",1,"0,03",3,"0,11",0,"0,00",27,31
1327,COLEGIO SANTA MARIA DE ACONCAGUA,PARTICULAR SUBVENCIONADO,Valparaíso,SANTA MARÍA,URBANO,0,"0,00",1,"0,03",0,"0,00",0,"0,00",6,"0,27",21,"0,53",8,"0,36",13,"0,33",8,"0,36",5,"0,13",1,"0,05",1,"0,03",22,40
14820,COLEGIO SANTA MARIA COLLEGE,PARTICULAR SUBVENCIONADO,Valparaíso,SANTA MARÍA,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,11",7,"0,35",6,"0,33",5,"0,25",7,"0,39",8,"0,40",3,"0,17",1,"0,05",0,"0,00",20,18
1757,COLEGIO ACONCAGUA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",7,"0,07",6,"0,06",53,"0,51",57,"0,59",37,"0,36",28,"0,29",6,"0,06",5,"0,05",0,"0,00",1,"0,01",103,96
1880,COLEGIO ANDRES BELLO LOPEZ,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",2,"0,05",0,"0,00",17,"0,43",11,"0,55",11,"0,28",5,"0,25",10,"0,25",4,"0,20",2,"0,05",1,"0,05",40,20
1882,LICEO GUILLERMO GRONEMEYER ZAMORANO,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,1,"0,03",0,"0,00",2,"0,06",0,"0,00",16,"0,50",8,"0,40",7,"0,22",9,"0,45",6,"0,19",3,"0,15",2,"0,06",0,"0,00",32,20
1884,LICEO COMERCIAL ALEJANDRO LUBET V,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,1,"0,01",0,"0,00",0,"0,00",4,"0,04",58,"0,51",66,"0,61",50,"0,44",35,"0,32",5,"0,04",4,"0,04",6,"0,05",3,"0,03",114,109
1887,ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",11,"0,58",15,"0,58",8,"0,42",8,"0,31",0,"0,00",3,"0,12",0,"0,00",2,"0,08",19,26
1895,LICEO TECNICO PROFESIONAL MANNHEIM,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",35,"0,48",6,"0,50",29,"0,40",6,"0,50",9,"0,12",0,"0,00",3,"0,04",0,"0,00",73,12
1908,LICEO DE NINAS JAVIERA CARRERA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,1,"0,06",0,"0,00",1,"0,06",0,"0,00",11,"0,69",8,"0,32",2,"0,13",15,"0,60",1,"0,06",2,"0,08",1,"0,06",0,"0,00",16,25
1909,COLEGIO LIAHONA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,1,"0,02",1,"0,02",2,"0,04",3,"0,05",30,"0,67",38,"0,67",9,"0,20",12,"0,21",3,"0,07",3,"0,05",1,"0,02",0,"0,00",45,57
1911,COLEGIO CREP,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,1,"0,06",0,"0,00",2,"0,13",0,"0,00",7,"0,44",20,"0,63",3,"0,19",11,"0,34",3,"0,19",1,"0,03",0,"0,00",1,"0,03",16,32
1918,COLEGIO LOS LEONES DE QUILPUE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",2,"0,10",0,"0,00",12,"0,57",8,"0,73",7,"0,33",2,"0,18",0,"0,00",1,"0,09",0,"0,00",0,"0,00",21,11
1919,COLEGIO H. F. CAMILO HENRIQUEZ,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,07",0,"0,00",7,"0,50",11,"0,52",5,"0,36",7,"0,33",1,"0,07",3,"0,14",2,"0,14",0,"0,00",14,21
1923,COLEGIO CRISTIANO DE QUILPUE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,1,"0,03",0,"0,00",3,"0,09",7,"0,12",15,"0,47",31,"0,53",9,"0,28",13,"0,22",4,"0,13",8,"0,14",0,"0,00",4,"0,07",32,59
1934,COLEGIO ESPERANZA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,1,"0,03",1,"0,02",3,"0,08",2,"0,03",15,"0,38",39,"0,62",15,"0,38",18,"0,29",6,"0,15",3,"0,05",1,"0,03",1,"0,02",40,63
1941,COLEGIO EL BELLOTO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",1,"0,02",1,"0,03",2,"0,04",20,"0,54",28,"0,57",11,"0,30",11,"0,22",5,"0,14",7,"0,14",1,"0,03",0,"0,00",37,49
14237,COL.NUESTRA SRA.DE LAS MERCEDES,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,14",1,"0,09",3,"0,43",7,"0,64",1,"0,14",3,"0,27",2,"0,29",0,"0,00",0,"0,00",0,"0,00",7,11
14299,COLEGIO ADVENTISTA ANEXO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,6,"0,13",1,"0,02",5,"0,11",2,"0,05",22,"0,48",24,"0,59",8,"0,17",12,"0,29",5,"0,11",2,"0,05",0,"0,00",0,"0,00",46,41
14314,COLEGIO THOMAS ALVA EDISON,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",2,"0,18",0,"0,00",6,"0,55",14,"0,64",2,"0,18",7,"0,32",1,"0,09",1,"0,05",0,"0,00",0,"0,00",11,22
14336,LICEO TECN. PROF. OBISPO RAFAEL LIRA INFANTE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",16,"0,73",25,"0,74",6,"0,27",8,"0,24",0,"0,00",1,"0,03",3,"0,14",0,"0,00",22,34
14359,COLEGIO LOS REYES,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",2,"0,07",1,"0,04",21,"0,72",20,"0,77",6,"0,21",4,"0,15",0,"0,00",1,"0,04",0,"0,00",0,"0,00",29,26
14365,COLEGIO CHARLES DICKENS,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"0,67",2,"0,40",1,"0,33",3,"0,60",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,5
14418,COLEGIO PANAL  ANEXO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"0,55",9,"0,90",9,"0,29",1,"0,10",5,"0,16",0,"0,00",0,"0,00",0,"0,00",31,10
14470,LICEO TECNICO FEMENINO DE QUILPUE,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,0,0,0,"0,00",0,0,1,"0,02",0,0,24,"0,47",0,0,20,"0,39",0,0,6,"0,12",0,0,2,"0,04",0,51
14527,KING EDWARD'S SCHOOL 2,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,08",0,"0,00",5,"0,42",13,"0,57",6,"0,50",9,"0,39",0,"0,00",1,"0,04",1,"0,08",0,"0,00",12,23
14552,COLEGIO SAN NICOLAS DE CANAL CHACAO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,05",0,"0,00",12,"0,57",13,"0,59",4,"0,19",9,"0,41",4,"0,19",0,"0,00",0,"0,00",0,"0,00",21,22
14599,COLEGIO POETA DANIEL DE LA VEGA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"0,62",7,"0,47",5,"0,38",7,"0,47",0,"0,00",1,"0,07",0,"0,00",0,"0,00",13,15
14642,COLEGIO CRISTIANO EMBAJADORES DEL REY,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",12,"0,71",3,"0,30",3,"0,18",6,"0,60",2,"0,12",1,"0,10",0,"0,00",0,"0,00",17,10
14659,COLEGIO INGLES SAN ANFELI,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,17",0,"0,00",2,"0,33",3,"0,30",2,"0,33",7,"0,70",1,"0,17",0,"0,00",1,"0,17",0,"0,00",6,10
14677,COLEGIO CAPITAN ARTURO PRAT CHACON,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,05",2,"0,12",12,"0,57",8,"0,47",4,"0,19",6,"0,35",4,"0,19",1,"0,06",0,"0,00",0,"0,00",21,17
14687,COLEGIO GEA,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"0,30",5,"0,50",16,"0,59",5,"0,50",3,"0,11",0,"0,00",1,"0,04",0,"0,00",27,10
14717,COLEGIO LAS AMERICAS,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",2,"0,08",10,"0,63",8,"0,32",5,"0,31",14,"0,56",1,"0,06",1,"0,04",0,"0,00",1,"0,04",16,25
14720,LICEO GASTRONOMIA Y TURISMO,MUNICIPAL,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,02",4,"0,05",29,"0,55",49,"0,56",18,"0,34",27,"0,31",5,"0,09",8,"0,09",2,"0,04",1,"0,01",53,88
14771,COLEGIO CARLOMAGNO,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"0,53",11,"0,73",7,"0,41",4,"0,27",1,"0,06",0,"0,00",1,"0,06",0,"0,00",17,15
14775,COLEGIO MONTESOL 2,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"1,00",1,"0,33",0,"0,00",2,"0,67",0,"0,00",0,"0,00",0,"0,00",3,2
14790,COLEGIO SAINT-LAWRENCE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",0,"0,00",1,"0,04",8,"0,50",13,"0,54",6,"0,38",9,"0,38",2,"0,13",1,"0,04",1,"0,06",0,"0,00",16,24
31445,COLEGIO FUNDADORES DE QUILPUE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",2,"0,05",0,"0,00",23,"0,61",23,"0,79",4,"0,11",4,"0,14",9,"0,24",2,"0,07",1,"0,03",0,"0,00",38,29
40027,COLEGIO PASIONISTAS DE QUILPUE,PARTICULAR SUBVENCIONADO,Valparaíso,QUILPUÉ,URBANO,0,"0,00",0,"0,00",1,"0,07",0,"0,00",8,"0,53",9,"0,50",2,"0,13",7,"0,39",4,"0,27",2,"0,11",0,"0,00",2,"0,11",15,18
